thickness_mm,length_m,width_m,number_of_sheets,total_weight_kg,casting_electricity_kwh,casting_carbon_kgco2e,casting_naturalgas_nm3,casting_wastewater_l,hotrolling_electricity_kwh,hotrolling_carbon_kgco2e,hotrolling_naturalgas_nm3,hotrolling_wastewater_l,coldrolling_electricity_kwh,coldrolling_carbon_kgco2e,coldrolling_naturalgas_nm3,coldrolling_wastewater_l,heattreatment_electricity_kwh,heattreatment_carbon_kgco2e,heattreatment_naturalgas_nm3,heattreatment_wastewater_l,finishing_electricity_kwh,finishing_carbon_kgco2e,finishing_naturalgas_nm3,finishing_wastewater_l,total_electricity_kwh,total_carbon_kgco2e,total_naturalgas_nm3,total_wastewater_l,manufacturing_cost_per_unit,quality_score,transport_cost,product_type,route_type,energy_source,grade,source_name,outer_radius_m,inner_radius_m,volume_m3,weight_kg,electricity_kwh,carbon_kgco2e,natural_gas_nm3,wastewater_l,transport_cost_usd,manufacturing_cost_usd,distance_km,price_per_kg_usd,electricity_price_usd_per_kwh,scrap_input_kg,scrap_quality_pct,crushing__electricity_kwh,crushing__carbon_kgco2e,crushing__naturalgas_nm3,crushing__wastewater_l,crushing__liquidfuel_l,crushing__fluorine_g,crushing__so2_g,furnace_melting__electricity_kwh,furnace_melting__carbon_kgco2e,furnace_melting__naturalgas_nm3,furnace_melting__wastewater_l,furnace_melting__liquidfuel_l,furnace_melting__fluorine_g,furnace_melting__so2_g,separation__electricity_kwh,separation__carbon_kgco2e,separation__naturalgas_nm3,separation__wastewater_l,separation__liquidfuel_l,separation__fluorine_g,separation__so2_g,final_casting__electricity_kwh,final_casting__carbon_kgco2e,final_casting__naturalgas_nm3,final_casting__wastewater_l,final_casting__liquidfuel_l,final_casting__fluorine_g,final_casting__so2_g,total__electricity_kwh,total__carbon_kgco2e,total__naturalgas_nm3,total__wastewater_l,total__liquidfuel_l,total__fluorine_g,total__so2_g,prep_of_mining__electricity_kwh,prep_of_mining__carbon_kgco2e,prep_of_mining__naturalgas_nm3,prep_of_mining__wastewater_l,prep_of_mining__liquidfuel_l,prep_of_mining__fluorine_g,prep_of_mining__so2_g,actual_mining__electricity_kwh,actual_mining__carbon_kgco2e,actual_mining__naturalgas_nm3,actual_mining__wastewater_l,actual_mining__liquidfuel_l,actual_mining__fluorine_g,actual_mining__so2_g,grinding__electricity_kwh,grinding__carbon_kgco2e,grinding__naturalgas_nm3,grinding__wastewater_l,grinding__liquidfuel_l,grinding__fluorine_g,grinding__so2_g,pressure_digestion__electricity_kwh,pressure_digestion__carbon_kgco2e,pressure_digestion__naturalgas_nm3,pressure_digestion__wastewater_l,pressure_digestion__liquidfuel_l,pressure_digestion__fluorine_g,pressure_digestion__so2_g,clarification__electricity_kwh,clarification__carbon_kgco2e,clarification__naturalgas_nm3,clarification__wastewater_l,clarification__liquidfuel_l,clarification__fluorine_g,clarification__so2_g,precipitation__electricity_kwh,precipitation__carbon_kgco2e,precipitation__naturalgas_nm3,precipitation__wastewater_l,precipitation__liquidfuel_l,precipitation__fluorine_g,precipitation__so2_g,seed_separation__electricity_kwh,seed_separation__carbon_kgco2e,seed_separation__naturalgas_nm3,seed_separation__wastewater_l,seed_separation__liquidfuel_l,seed_separation__fluorine_g,seed_separation__so2_g,washing_filtering_1__electricity_kwh,washing_filtering_1__carbon_kgco2e,washing_filtering_1__naturalgas_nm3,washing_filtering_1__wastewater_l,washing_filtering_1__liquidfuel_l,washing_filtering_1__fluorine_g,washing_filtering_1__so2_g,washing_filtering_2__electricity_kwh,washing_filtering_2__carbon_kgco2e,washing_filtering_2__naturalgas_nm3,washing_filtering_2__wastewater_l,washing_filtering_2__liquidfuel_l,washing_filtering_2__fluorine_g,washing_filtering_2__so2_g,calcination__electricity_kwh,calcination__carbon_kgco2e,calcination__naturalgas_nm3,calcination__wastewater_l,calcination__liquidfuel_l,calcination__fluorine_g,calcination__so2_g
,4.6375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.786,,pipe,na,non_renewable,na,pipe_non,0.0576,0.0111,0.04660058,125.8216,2654.642,2516.925,20.698,1196.173,6.744,831.023,1127.1,4.042,0.0912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2.3846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.948,,pipe,na,non_renewable,na,pipe_non,0.1636,0.0099,0.19986731,539.6417,8844.641,7035.735,82.538,5141.801,25.66,2676.323,737.7,2.565,0.1058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2.1933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.808,,pipe,na,non_renewable,na,pipe_non,0.074,0.0115,0.03681466,99.3996,2043.711,1604.092,25.044,1125.6,1.269,551.507,615.5,3.462,0.0736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.3318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.712,,pipe,na,non_renewable,na,pipe_non,0.0957,0.0816,0.0340257,91.8694,1936.16,1728.401,13.722,1362.183,3.918,376.368,1055.7,2.305,0.0546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2.8695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.856,,pipe,na,non_renewable,na,pipe_non,0.1949,0.0549,0.31535226,851.4511,4679.697,2878.892,76.771,2642.864,40.049,1798.418,412.6,1.429,0.0792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.779,,pipe,na,non_renewable,na,pipe_non,0.1029,0.0936,0.00225603,6.0913,104.587,89.198,1.669,69.561,0.121,30.41,944.5,3.16,0.0828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5.3358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.533,,pipe,na,non_renewable,na,pipe_non,0.1164,0.043,0.19605956,529.3608,3905.291,1558.056,20.219,1334.884,31.594,1304.358,497.9,1.261,0.0986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1.6269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.999,,pipe,na,non_renewable,na,pipe_non,0.0478,0.0216,0.00930188,25.1151,409.538,363.217,4.199,379.836,1.963,114.797,837.6,2.664,0.1027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5.867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.813,,pipe,na,non_renewable,na,pipe_non,0.116,0.0187,0.24153981,652.1575,6514.738,4221.024,64.328,3867.254,8.43,1527.929,221.1,1.387,0.0672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2.1182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.728,,pipe,na,non_renewable,na,pipe_non,0.1072,0.057,0.05481567,148.0023,629.312,381.67,1.48,723.306,5.219,355.843,1038.8,1.625,0.0642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2.2951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.663,,pipe,na,non_renewable,na,pipe_non,0.1762,0.1218,0.11705675,316.0532,6404.706,5730.885,63.129,5200.493,12.444,1440.201,831.6,2.402,0.0856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5.8519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.642,,pipe,na,non_renewable,na,pipe_non,0.0777,0.023,0.1013913,273.7565,4632.616,3818.774,57.598,6199.632,2.084,1511.888,95.6,3.486,0.1017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1.3838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.576,,pipe,na,non_renewable,na,pipe_non,0.0255,0.0077,0.00256143,6.9159,136.898,101.685,1.026,89.09,0.246,36.057,850.8,3.155,0.0919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1.6741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.762,,pipe,na,non_renewable,na,pipe_non,0.0635,0.0193,0.01924347,51.9574,731.906,642.591,8.528,735.465,4.208,230.685,838.2,2.534,0.1109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5.9255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.61,,pipe,na,non_renewable,na,pipe_non,0.1003,0.0641,0.11090459,299.4424,6002.734,4788.623,59.927,1402.284,22.944,1672.864,703.6,3.208,0.0803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3.0744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.915,,pipe,na,non_renewable,na,pipe_non,0.1086,0.0189,0.11037171,298.0036,5865.622,4736.501,61.382,5336.915,24.036,1416.331,779.8,2.636,0.081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.5805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.822,,pipe,na,non_renewable,na,pipe_non,0.1152,0.0721,0.01470031,39.6908,610.364,498.234,10.386,653.962,4.261,175.821,1044.2,2.489,0.0997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5.6636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.614,,pipe,na,non_renewable,na,pipe_non,0.0444,0.0155,0.03081321,83.1957,1497.198,1492.979,10.326,1756.288,0.366,487.142,49.1,4.1,0.0765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3.9132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.862,,pipe,na,non_renewable,na,pipe_non,0.1956,0.1587,0.16082033,434.2149,7974.17,6635.753,93.377,5062.196,15.215,2078.782,523.7,2.776,0.0842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2.1962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.68,,pipe,na,non_renewable,na,pipe_non,0.1951,0.0909,0.20553449,554.9431,4708.098,3274.376,37.185,1516.945,63.334,1513.063,1046.2,1.636,0.0765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.9454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.718,,pipe,na,non_renewable,na,pipe_non,0.1027,0.0671,0.09380221,253.266,4435.752,3946.813,25.087,4052.827,6.925,1379.384,707.3,3.207,0.1077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.935,,pipe,na,non_renewable,na,pipe_non,0.0231,0.0119,0.00611705,16.516,256.741,258.142,3.53,343.768,0.092,73.931,168.8,2.568,0.1078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.8958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.647,,pipe,na,non_renewable,na,pipe_non,0.1331,0.0137,0.26960332,727.929,14959.897,13861.179,91.184,11644.99,3.374,4216.282,59.4,3.321,0.0967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.465,,pipe,na,non_renewable,na,pipe_non,0.1847,0.0261,0.48067401,1297.8198,21117.497,17653.915,278.081,30351.964,43.109,6988.038,548.6,3.469,0.0812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5.5002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.542,,pipe,na,non_renewable,na,pipe_non,0.0838,0.0195,0.1148239,310.0245,5623.525,5140.503,60.521,3211.976,3.438,1850.746,378.4,3.589,0.0973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.897,,pipe,na,non_renewable,na,pipe_non,0.0555,0.0088,0.05234454,141.3303,1043.437,564.223,11.402,876.333,10.097,463.312,692.0,1.94,0.1196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5.8817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.874,,pipe,na,non_renewable,na,pipe_non,0.0495,0.0283,0.03042463,82.1465,506.639,319.73,5.072,516.314,2.764,187.591,527.6,1.122,0.0921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.4508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.965,,pipe,na,non_renewable,na,pipe_non,0.1893,0.1626,0.13134988,354.6447,5814.345,5037.841,76.218,3606.458,9.323,1761.738,759.6,2.768,0.1109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.637,,pipe,na,non_renewable,na,pipe_non,0.0929,0.0093,0.00536717,14.4913,110.248,79.474,0.874,45.001,0.501,34.227,340.6,1.495,0.0716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1.0826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.57,,pipe,na,non_renewable,na,pipe_non,0.1966,0.0789,0.11034331,297.9269,1905.04,1323.807,17.84,1542.071,23.769,830.75,856.1,1.534,0.0931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2.2331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.511,,pipe,na,non_renewable,na,pipe_non,0.085,0.0055,0.05049627,136.3399,2900.868,2964.544,25.788,3224.361,6.426,715.015,763.4,3.093,0.0853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5.1964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.718,,pipe,na,non_renewable,na,pipe_non,0.0493,0.0337,0.02105961,56.861,930.824,653.479,10.197,822.83,2.177,318.091,884.0,3.142,0.1072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2.5522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.442,,pipe,na,non_renewable,na,pipe_non,0.0626,0.0461,0.0143663,38.789,700.715,492.905,9.022,580.454,1.763,245.817,593.3,4.02,0.0891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2.0789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.566,,pipe,na,non_renewable,na,pipe_non,0.1035,0.0911,0.01581264,42.6941,335.595,228.31,1.879,154.913,1.684,111.754,938.0,1.281,0.0739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2.5716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.85,,pipe,na,non_renewable,na,pipe_non,0.0931,0.0595,0.04150193,112.0552,2053.49,1832.969,15.855,2068.97,9.121,565.69,745.1,3.242,0.0742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1.5101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.754,,pipe,na,non_renewable,na,pipe_non,0.1519,0.0306,0.10497131,283.4225,4404.903,3637.524,55.93,3530.648,10.884,1392.977,754.6,3.128,0.0856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.6538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.403,,pipe,na,non_renewable,na,pipe_non,0.0921,0.0335,0.10748509,290.2097,4919.969,4764.806,51.798,7818.79,4.919,1951.695,781.3,4.583,0.0954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.5261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.707,,pipe,na,non_renewable,na,pipe_non,0.1176,0.0558,0.01769052,47.7644,386.403,245.121,1.867,224.976,1.141,136.281,205.5,1.702,0.0722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.8418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.85,,pipe,na,non_renewable,na,pipe_non,0.0331,0.0066,0.01602248,43.2607,313.675,240.684,1.656,116.7,2.339,115.699,513.2,1.634,0.0857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3.7765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.621,,pipe,na,non_renewable,na,pipe_non,0.0432,0.0036,0.02199157,59.3772,1039.794,748.594,11.308,1194.433,1.122,315.279,209.8,3.264,0.1017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5.7066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.897,,pipe,na,non_renewable,na,pipe_non,0.1666,0.0807,0.38105119,1028.8382,19446.461,14309.004,197.19,6735.435,47.741,3873.689,600.5,2.409,0.0423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1.0963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.892,,pipe,na,non_renewable,na,pipe_non,0.063,0.0163,0.01275184,34.43,562.305,519.472,5.163,164.586,0.496,179.988,324.7,2.76,0.1222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.6776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.789,,pipe,na,non_renewable,na,pipe_non,0.1477,0.061,0.26586001,717.822,13642.544,12876.42,104.1,13019.878,4.604,3693.382,169.4,3.226,0.0863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1.6915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.716,,pipe,na,non_renewable,na,pipe_non,0.0877,0.0427,0.03121535,84.2815,632.477,346.917,1.835,348.88,3.737,211.387,463.6,1.436,0.0988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2.5219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.52,,pipe,na,non_renewable,na,pipe_non,0.0339,0.0033,0.00904647,24.4255,212.947,96.02,1.7,2.443,2.121,94.566,757.6,2.492,0.0821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.4858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.522,,pipe,na,non_renewable,na,pipe_non,0.0313,0.0009,0.01381538,37.3015,368.942,224.486,1.726,73.639,2.216,96.974,500.7,1.573,0.0829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.4216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.554,,pipe,na,non_renewable,na,pipe_non,0.0456,0.027,0.00178642,4.8233,55.508,28.817,0.192,9.598,0.089,15.162,157.3,1.751,0.0935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.7182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.603,,pipe,na,non_renewable,na,pipe_non,0.0462,0.0248,0.02251456,60.7893,465.036,310.525,2.709,389.92,0.884,179.367,126.7,1.68,0.0995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3.0294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.624,,pipe,na,non_renewable,na,pipe_non,0.0807,0.0039,0.06183616,166.9576,3421.485,2515.399,20.365,2822.379,5.57,904.666,854.5,3.146,0.0957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5.4769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.944,,pipe,na,non_renewable,na,pipe_non,0.1605,0.0899,0.30427297,821.537,14922.271,12640.717,202.549,13576.898,17.766,4659.411,216.8,3.035,0.1103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2.4619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.613,,pipe,na,non_renewable,na,pipe_non,0.0513,0.0008,0.02036178,54.9768,1143.57,906.722,10.31,931.629,0.373,293.817,134.9,3.36,0.0859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2.2509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.681,,pipe,na,non_renewable,na,pipe_non,0.1264,0.0305,0.10634254,287.1249,2536.292,1516.155,11.961,1436.977,17.749,993.366,529.9,1.971,0.1129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1.9864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.647,,pipe,na,non_renewable,na,pipe_non,0.0457,0.0386,0.00372342,10.0532,71.446,47.785,0.465,29.251,0.549,13.564,937.9,0.61,0.0838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
