Sample_ID,Scrap_Input_kg,Scrap_Quality_pct,Crushing__Electricity_kWh,Crushing__Carbon_kgCO2e,Crushing__NaturalGas_Nm3,Crushing__WasteWater_L,Crushing__LiquidFuel_L,Crushing__Fluorine_g,Crushing__SO2_g,Furnace_Melting__Electricity_kWh,Furnace_Melting__Carbon_kgCO2e,Furnace_Melting__NaturalGas_Nm3,Furnace_Melting__WasteWater_L,Furnace_Melting__LiquidFuel_L,Furnace_Melting__Fluorine_g,Furnace_Melting__SO2_g,Separation__Electricity_kWh,Separation__Carbon_kgCO2e,Separation__NaturalGas_Nm3,Separation__WasteWater_L,Separation__LiquidFuel_L,Separation__Fluorine_g,Separation__SO2_g,Final_Casting__Electricity_kWh,Final_Casting__Carbon_kgCO2e,Final_Casting__NaturalGas_Nm3,Final_Casting__WasteWater_L,Final_Casting__LiquidFuel_L,Final_Casting__Fluorine_g,Final_Casting__SO2_g,electricity_kwh,carbon_kgco2e,naturalGas_nm3,wastewater_l,Total__LiquidFuel_L,flourine_g,so2_g
R-273,1.3019271827598053,0.9262172593043678,0.025863510539780456,0.0007961748620111009,0.0,0.6631802404555,0.013991750145832042,0.0,0.026849649805095004,3.0635442441181246,0.09618310340213643,0.6946445244063079,0.25827028734014,0.1280988817051381,0.0,0.6564129316388762,0.14468520128452333,0.004680723677488267,0.06765625432912095,1.3650353158029778,0.02666517258052607,0.0,0.06985218506927703,0.25252412704572297,0.008196969640697334,0.029491099693255054,0.1339078878557886,0.0699788910729656,0.0,0.13663612110403733,3.796982353356618,0.10280010447846949,0.7428545387789964,2.3466985122745694,0.25401433244831545,0.0,0.9441712885582574
R-274,1.233477744610082,0.9434028938762938,0.027083690970304608,0.0008158757645598554,0.0,0.6616405878811039,0.012980008430592658,0.0,0.026115642269604417,3.328397465571217,0.08897058538952626,0.6347547857734492,0.26749075573324316,0.12819561419716263,0.0,0.6169643362382263,0.17317532323761092,0.005200709995734141,0.06912142747788966,1.3561038423025469,0.02691202450826911,0.0,0.06878852836329064,0.26753725833628,0.007719451944870711,0.026433106188715434,0.13597688151847956,0.07035058913503267,0.0,0.1332622589129651,3.614779088784013,0.11183516382061207,0.7946708787155305,2.335691987731052,0.21499853467218336,0.0,0.8196477642859917
R-275,1.1569653114779368,0.9338157547942991,0.025867837366765307,0.0007792638324839551,0.0,0.6335588528469148,0.01393233564728465,0.0,0.02862688389167561,3.1327740393381265,0.09950187848217738,0.6693597017688468,0.2644208161456087,0.13741252881272872,0.0,0.6926802958800677,0.1602532306176257,0.004917070269964877,0.0672304662098571,1.380951673294765,0.02545498431866012,0.0,0.06894340522257186,0.2680162163001092,0.008418272947575052,0.028917249678959315,0.12715042635757506,0.06965070231991881,0.0,0.13621161004705248,3.7623813553014496,0.10348228457382559,0.7882665582287708,2.2774936985260665,0.2179528133086434,0.0,0.8644725267647185
R-276,1.2231576405755462,0.9211038690737215,0.028119910562746802,0.0008299712812242063,0.0,0.6440854571806544,0.014287911257326504,0.0,0.028189282953836534,3.265142415160445,0.09629566981392952,0.622108659504539,0.26740297495201193,0.13291021008327675,0.0,0.6912339985419191,0.1605121925066269,0.004839012101326467,0.06558160228664645,1.3386419633533846,0.026846756532676683,0.0,0.06835117809270189,0.2604389612246647,0.008000348358004259,0.025850950744415385,0.1333843644947224,0.06489873818210672,0.0,0.13182727996190188,3.7034983188997934,0.11053165841666879,0.7958447417805734,2.3703039083123207,0.23783800205861524,0.0,0.8558895771380284
R-277,1.2242603803640044,0.9298921299364893,0.02635605900540986,0.0008410968082428547,0.0,0.6647336042537829,0.013443249418791615,0.0,0.02797842964996453,3.095244562264458,0.09216161593452508,0.6721980580942861,0.2521418558646032,0.13617164719161415,0.0,0.6596371200725871,0.1616725716457897,0.004829565628952263,0.06594534338504478,1.3848205853972269,0.02500903337885475,0.0,0.06735138313958258,0.2556496470885013,0.008202271221967372,0.027245431613021745,0.139274877159363,0.0660406759523464,0.0,0.13610942073423776,3.8230684481703863,0.10677837884559019,0.7323032785952247,2.3651469651937727,0.24610975203834856,0.0,0.956772162611412
R-278,1.2638854878196335,0.9361729032487722,0.026409121906307936,0.0008424767384339309,0.0,0.6977816412286875,0.013971563248676194,0.0,0.02709140095500417,3.340514369752303,0.08663043101168791,0.6683044234708317,0.24423253331705977,0.13923449127245516,0.0,0.7033526612216688,0.1631855516202188,0.0048967468091055365,0.06951253777180369,1.310576071321864,0.02614508867936784,0.0,0.06802368902305221,0.26188399650795025,0.008549101673216184,0.02726432206320922,0.13290343688616665,0.06599356996192952,0.0,0.13796401308117084,3.4393511513603063,0.11378414154936371,0.7604440583530845,2.5003680644636717,0.25790939076801017,0.0,0.9183430145885446
R-279,1.2031487268402579,0.9319483875513195,0.028657039501846907,0.0007877752948136289,0.0,0.6034749346044245,0.01368881134076297,0.0,0.027387900712545907,3.4101120991936655,0.09901205465837501,0.6673551455111915,0.26731753489034793,0.13674879803596043,0.0,0.6874636166116116,0.16181723214010515,0.004835233657276021,0.06874176234053296,1.313043261527739,0.025727134676284184,0.0,0.0683652366824303,0.27795380983985224,0.008082336942270155,0.027149347554182364,0.14093990784530647,0.0654124971991183,0.0,0.130742771126347,3.872689235170769,0.11307041036723292,0.7885052538387224,2.3402483912046077,0.24063727224592524,0.0,0.8949928515694799
R-280,1.2357488215053565,0.932269454419914,0.02516715249592156,0.0008280688315510397,0.0,0.6254098190527585,0.013354343450503363,0.0,0.026563676684039614,3.110786098457884,0.09546611205419502,0.6390399854864033,0.28360680202249783,0.14684251865336206,0.0,0.678920177647423,0.15263247338225658,0.004638903934110473,0.06910722068166292,1.3777523015953954,0.026182355711077583,0.0,0.06495391112320081,0.2693845233732463,0.008226692468539975,0.0266114201256383,0.13188245324706035,0.06867234459595246,0.0,0.13256679351259576,4.084820346163805,0.10570337769873002,0.7625118631307934,2.3456440037255573,0.24703965568063962,0.0,0.8714225459946229
R-281,1.2477609080107208,0.9508763912297692,0.026962357904873134,0.0008200804457453957,0.0,0.6881885009822394,0.013335745667731795,0.0,0.027311331098203724,3.468808491844547,0.09412528604411441,0.6293774115482813,0.2823636996343063,0.1394956343811585,0.0,0.6506340781908848,0.17174386971668446,0.00476430789697376,0.06873709882630312,1.3305289879184523,0.026937094546763025,0.0,0.06732547012981716,0.2764680836091465,0.008105725906196988,0.02626013045691084,0.1349671842488583,0.07192386066723691,0.0,0.1403138041890867,3.8785710990285467,0.10425294494744979,0.7778023149522043,2.3594329805922825,0.2415384728368975,0.0,0.8802473423394397
R-282,1.2814099648757196,0.9404029264756786,0.026767646952696917,0.0008020058707492206,0.0,0.6518987293823865,0.013561819564579676,0.0,0.0279011720408306,3.1669808070241876,0.08944077568790396,0.6991963900547868,0.2660172030144585,0.13202228178771191,0.0,0.6645178304192647,0.16071165090852202,0.004646562238013424,0.0683027600893263,1.381670813124084,0.027903331162416493,0.0,0.07243524262036581,0.2623090535280593,0.00781549586069737,0.0270508310109776,0.1409711967975543,0.0701305298662694,0.0,0.13709828685318648,3.7400266032806555,0.11072975237607394,0.7532543291347825,2.625960387423561,0.23346070600950586,0.0,0.8204820725007851
R-283,1.1746739053156885,0.9283231128396797,0.026574650064446897,0.0007423239744925381,0.0,0.6925012084608723,0.01499327254608603,0.0,0.028979470225289163,3.239801419265604,0.09631153846704466,0.6749050008706018,0.26204128075142846,0.139875593263678,0.0,0.7157808008903734,0.170312899918066,0.0050893400557279166,0.06886624028325374,1.372796254361894,0.026086987124727262,0.0,0.06826789719739625,0.2707922879598008,0.007844435904171767,0.025730045798623608,0.1358827380080664,0.06473981465665063,0.0,0.13159906328935103,3.7851564834090765,0.10771612486804069,0.753468127717281,2.5031815472085293,0.2481023252242867,0.0,0.8859054999168768
R-284,1.177633080059441,0.9224128678049692,0.028093849345329026,0.000733240440696096,0.0,0.6655744738966036,0.012703579144227883,0.0,0.02832042932592603,3.3302221237689587,0.09644085183595344,0.6872608116500445,0.27308483051090376,0.14325206526052658,0.0,0.685423516963923,0.16402660165630012,0.004437321609048328,0.06211706213837477,1.3776826288573132,0.025318818140229012,0.0,0.0700924058961472,0.27576482149499887,0.007790885893893822,0.028431182080871642,0.13113160709530736,0.07280212924639841,0.0,0.12645927507907004,3.83427214124771,0.09796063787037008,0.7113802004488419,2.608116098246295,0.24599069324204603,0.0,0.8451298876907498
R-285,1.227543779818927,0.9192311203870005,0.024488835552640087,0.0007537089735311335,0.0,0.6592003891604403,0.013797601916431078,0.0,0.028267290580925884,3.1322067609931636,0.08908825080275402,0.7318925924232166,0.24649090525630757,0.12962025538649655,0.0,0.6457959970936318,0.15757414237919765,0.004749797098514919,0.06533190713481603,1.2897137753150607,0.025167625804974704,0.0,0.07019041305115335,0.2552849885972181,0.007827392591632223,0.0266861463271151,0.12828891662542954,0.0690098742285023,0.0,0.13524685143418402,3.5721750532573773,0.11026524525882238,0.7559464245987607,2.444042836029795,0.24378326892642216,0.0,0.8630390194525006
R-286,1.2466142073983706,0.9132934392908848,0.02669547777520213,0.0007975748385439734,0.0,0.6638237431261401,0.01397901370773112,0.0,0.026039933146179226,3.284948561973512,0.10501110916146479,0.6529016292010776,0.24582309414077105,0.1486467938567451,0.0,0.6989421298904869,0.16159659064281057,0.0050989339279392705,0.06354972963652385,1.312917151211328,0.027564801339348653,0.0,0.06815020892921525,0.2596724517935263,0.00824123701969989,0.027083641925396862,0.14003102641741,0.06657240960961976,0.0,0.1332380398607719,3.6174910821253574,0.11234667990862822,0.7790577700101103,2.4768825946189628,0.23350492130972061,0.0,0.9103118931042848
R-287,1.2169435220698364,0.9305422098258284,0.02532348838613183,0.0007931046199892384,0.0,0.6662105496847311,0.012901831148808779,0.0,0.027625791886674012,3.117569671638588,0.09725935775263107,0.6534902058470096,0.26553082665907285,0.13685027060689997,0.0,0.6845640503661654,0.16066008493822587,0.004821446287889265,0.06796897347834376,1.2608412430353522,0.02686208022728321,0.0,0.0658422747183473,0.23921861638109393,0.008305324615785252,0.028923281073458686,0.13518431058860791,0.060616984804759244,0.0,0.1374094825509638,3.800875753733849,0.10876054226153042,0.7484497074436638,2.4700610888299503,0.25720948141351174,0.0,0.8834168995927079
R-288,1.2279090898648215,0.9317905947971169,0.025924155105323213,0.0008224280274199321,0.0,0.6536275548851138,0.012697556273318925,0.0,0.027290045097179885,3.384963932968014,0.08591323206764064,0.6099067405263303,0.2753779790538647,0.14868637026647952,0.0,0.6986045038354232,0.1602408872637197,0.004642649607032197,0.06695551286157002,1.3196272846452999,0.028112034075691763,0.0,0.06717970474492235,0.27125086640975177,0.008387759369394777,0.026328039103761434,0.13379305594843652,0.07172120869810177,0.0,0.134450349896401,3.530504743841459,0.10575532310724198,0.7519255788999154,2.305175922629071,0.24083194959825485,0.0,0.8794513160557043
R-289,1.2126398080371872,0.9331231856153698,0.025619373995362224,0.0008051071457334659,0.0,0.6792120818309015,0.014092404752555337,0.0,0.026633481630001808,3.248970928799864,0.09655589531658758,0.6609128283184053,0.27371605007899635,0.15168913989628194,0.0,0.672525551507527,0.16929165213303796,0.005087522854702911,0.06847241257465822,1.3483043135220567,0.02680108502228441,0.0,0.06627130833995215,0.28999211808192477,0.008265921778855979,0.02705624305219229,0.14107485477651807,0.06748727499164654,0.0,0.13589815069734054,3.412544740820791,0.10722274811214856,0.7747843782471735,2.450991531165407,0.23909979969075063,0.0,0.9460607992042291
R-290,1.170037994763211,0.9371537062604182,0.02772851887527809,0.0008314797552550152,0.0,0.7008322674976963,0.013766004765860583,0.0,0.028800641495636062,3.003926069245431,0.09628574746098827,0.6657530596834855,0.25263717823565435,0.13740246001288592,0.0,0.7173065023609144,0.17530703520482782,0.004763977280475526,0.060891786640498644,1.3569448316158472,0.02780800146680647,0.0,0.06800828780174513,0.25348452019743667,0.007920917465039298,0.02689602776732409,0.13565895745702333,0.06461284582219791,0.0,0.14559200914647585,3.4277913286717814,0.10851601781255012,0.6960247942062973,2.4198890589608375,0.23202685392850256,0.0,0.9151578105270426
R-291,1.193256890047901,0.9444798461592887,0.02535235917538659,0.000766417391413677,0.0,0.7282504639975118,0.013118002476252534,0.0,0.025551677888580288,3.3599947567795243,0.09864462286622784,0.7087092225294843,0.2688114450757823,0.12433199191272437,0.0,0.6326746125277813,0.17031593933222047,0.004591270493926426,0.06310361760324706,1.3008753273114277,0.026641282220997445,0.0,0.06267198291597836,0.24771569175952018,0.007656840585242406,0.027228369915027566,0.12841873283166474,0.07138258959886064,0.0,0.12922940735083455,3.5231811289639543,0.11114399018488876,0.7398079622997289,2.3837932534587454,0.24491890947718958,0.0,0.9299660172187036
R-292,1.2408697911725364,0.9351761334049333,0.02551046086521371,0.0007567267948897389,0.0,0.6788495977171901,0.013192148638723498,0.0,0.027660229688318983,3.3091862324865975,0.09127386678922965,0.6856682373630802,0.24755509209721407,0.1345218965033858,0.0,0.6840215057681587,0.15079829838313819,0.004742153292565275,0.06684703736478818,1.2609729201900934,0.02484944320024275,0.0,0.06764480974706337,0.2542499975119075,0.008718562714843916,0.0267706176365488,0.13270250022270325,0.06283320994147507,0.0,0.1416800148180174,3.5415280201859907,0.11433432260615313,0.7484912460146083,2.3188989553953325,0.2497991313093917,0.0,0.865838959990893
R-293,1.2066454664500175,0.9258354652001539,0.026462783411487424,0.0008107724619963933,0.0,0.641653508578468,0.01384494281970354,0.0,0.028572522194256454,3.3187641302021333,0.09294420914176081,0.6928290524630382,0.2637142626568587,0.12717697999427416,0.0,0.6861655377112967,0.16411713282535342,0.004747340720456441,0.06605441966253996,1.308530867537196,0.025727442928563955,0.0,0.06691244174687644,0.26342749029150336,0.008188973882645832,0.027872815522807907,0.14197354381365224,0.0694493219028826,0.0,0.1378229778466228,3.4275160923614454,0.11404680392077705,0.8364076743945184,2.2967049607533476,0.22206521184196923,0.0,0.9405397265071761
R-294,1.2253464557842233,0.9328497201991305,0.02716535806657486,0.0008119387120139618,0.0,0.7138786304816881,0.0141570328548414,0.0,0.027740738352720746,3.455252084521559,0.09997182044096342,0.6930516830245473,0.29283439243104414,0.13167098087746962,0.0,0.7378005884498013,0.16154650620358685,0.005113684403411163,0.06789016534065082,1.400907721486186,0.02642677896895285,0.0,0.06694605085790267,0.25934793340381157,0.007695067094883891,0.027467301149699263,0.12975676863544935,0.0670218379962776,0.0,0.13753923505226,3.8628245730738917,0.10505940702520672,0.7505429190195336,2.434620338262075,0.255892626780747,0.0,0.9303021385384884
R-295,1.2291389663487557,0.9339104825063363,0.024261065263075893,0.0008354162084116064,0.0,0.672143946670925,0.013103876132678818,0.0,0.02467739504168216,3.2880692309749335,0.10386809250723145,0.6996493724914411,0.26427673648526967,0.13075762816679137,0.0,0.6649537899480739,0.1641403328443927,0.004280862646513069,0.06911577684257295,1.4245229361839544,0.026633570698778936,0.0,0.06467715273489091,0.2911619192155349,0.008116713208879581,0.02767766546994726,0.14127211447005,0.0697539424454945,0.0,0.13362050826490915,3.9590124800835738,0.11045315018189293,0.7324906387563757,2.487817685789169,0.2436009145741806,0.0,0.895736452136336
R-296,1.172062097282228,0.9222881546286387,0.026602534468976126,0.0008050109072961583,0.0,0.6323251716183156,0.013324062330214348,0.0,0.027645907968468234,3.1666219360909786,0.09690838828258114,0.6290730602637074,0.2692991252158124,0.13233202683472325,0.0,0.6788724199026048,0.16454133477250932,0.004739847832048315,0.06696937816707188,1.3863077343833052,0.025234011335334698,0.0,0.06759034451796554,0.2838527613302039,0.008168105106843567,0.02752948184157761,0.13669652852223996,0.06571771301244768,0.0,0.12828322298904862,3.6988132262914304,0.10776566392616413,0.7740548541195386,2.3852732587678975,0.24286279434487693,0.0,0.8741498189485984
R-297,1.2104177078397729,0.9346028440424466,0.025024141429939684,0.0008389694825390071,0.0,0.6726216308122636,0.01297420089313033,0.0,0.025716329706697294,3.2402940030225307,0.09406964230492709,0.673026403740734,0.2687105086002588,0.13472061353969822,0.0,0.6877364375878493,0.16547479759833952,0.004608685602073832,0.0634371972806111,1.4720207963267413,0.02718408698050763,0.0,0.06912726024976985,0.2801892527288712,0.0077943208718007735,0.027397415150925676,0.12533800571837225,0.06905997827278297,0.0,0.1383117484830116,3.6472977586853768,0.11396250651360966,0.8093590794491182,2.471839125914083,0.2494007792697378,0.0,0.8379534839966273
R-298,1.236727715490055,0.9298017300095561,0.026441848831358607,0.0008994009910810797,0.0,0.6392165342263608,0.0144822582914794,0.0,0.026177444859140198,3.1435543067322262,0.09831094824271011,0.6376921786389673,0.2550416439590512,0.14220717774182848,0.0,0.675939848137251,0.16522331428200093,0.005169300702975302,0.06888592596193496,1.2966354841336218,0.026437627713628297,0.0,0.06231176523305633,0.2874658035057156,0.008167447779871979,0.027892469223372386,0.12553602824365662,0.07278600705074596,0.0,0.13328562705974215,3.7678323885273617,0.10911100225103212,0.758138394589965,2.5408169673442584,0.22015104773880004,0.0,0.889436276930371
R-299,1.206606992343587,0.9446310466804692,0.026137889153241434,0.0008545752470034135,0.0,0.6825251268273409,0.013937848685758246,0.0,0.02648580278582116,3.2334939661270297,0.09873988718628054,0.6863915644796641,0.26073834452084516,0.13577573703688808,0.0,0.6439716058522179,0.16767312861210637,0.005200814596918929,0.0665820670494546,1.3007399758662053,0.02634454245751365,0.0,0.06536714392446681,0.2688960516313832,0.008169710169501845,0.026132657334612643,0.1345280935808614,0.06712980102385689,0.0,0.13792205238100616,3.6813825469925945,0.10966071320102802,0.7776204457474991,2.313611377515585,0.23412960628703106,0.0,0.9535946779196784
